,all_text,username,handle,date,reply_to,reply_to_handle,text
0,"DestinationCQ
@DestinationCQ
·
Jun 1
The developer has £0.00 to even think about this. ( G Best Hotel)
100% agree - Council /DFC need to step in and make the necessary intervention urgently.  Reuse & Repurpose for the locals are great ideas.
1",DestinationCQ,@DestinationCQ,Jun 1,False,,100% agree - Council /DFC need to step in and make the necessary intervention urgently.  Reuse & Repurpose for the locals are great ideas.
